OBJECTID,Region,LANSLU,Soil_Subgroup,Shape_Area,Shape_Length,Primary_Soil_Classification,Primary_Soil_Value,Secondary_Soil_Classification,Secondary_Soil_Value,Tertiary_Soil_Classification,Tertiary_Soil_Value,Total_Soil_Classifications_Count,Total_Soil_Classification_Value
15285,MID MURRAY COUNCIL,TIGIAA,A6,0.000159511,0.063996311,A6,35,A3,30,D4,20,4,100
15294,THE DC OF LOXTON WAIKERIE,PGKUMJ,H2,6.02E-05,0.050824073,H2,45,A4,30.25,C1,24.75,3,100
15298,MID MURRAY COUNCIL,MMAQIA,B2,4.65E-05,0.038505723,B2,55,A4,45,None,0,2,100
15299,MID MURRAY COUNCIL,MURUMI,H2,0.000149567,0.067835226,H2,45,A4,30.25,C1,24.75,3,100
15300,MID MURRAY COUNCIL,LMVXm-,E3,0.000107578,0.045849507,E3,39,H2,20,N3,20,5,100
15304,MID MURRAY COUNCIL,MRDQHE,B2,5.20E-05,0.060057856,B2,100,None,0,None,0,1,100
15307,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,0.000284146,0.125287261,A4,80,C1,20,None,0,2,100
15313,RENMARK PARINGA COUNCIL,MUTSQB,A4,8.96E-06,0.020787409,A4,85,H2,15,None,0,2,100
15323,MID MURRAY COUNCIL,EBAIAA,A6,8.32E-05,0.039055101,A6,35,A5,30,D4,20,4,100
15332,MID MURRAY COUNCIL,MMAQIA,B2,2.20E-05,0.021804795,B2,55,A4,45,None,0,2,100
15333,MID MURRAY COUNCIL,LMVXn-,WW,0.000456424,0.128198281,WW,50,N3,25,E3,16.25,5,100
15337,MID MURRAY COUNCIL,EBAIAA,A6,4.44E-05,0.033853496,A6,35,A5,30,D4,20,4,100
15340,MID MURRAY COUNCIL,UMVXCD,G3,5.93E-05,0.034816676,G3,55,M1,45,None,0,2,100
15346,RENMARK PARINGA COUNCIL,MUTSQB,A4,4.48E-05,0.035634818,A4,85,H2,15,None,0,2,100
15351,RENMARK PARINGA COUNCIL,UMVXmA,E3,1.26E-05,0.016917762,E3,46.75,F2,38.25,WW,10,4,100
15354,THE BERRI BARMERA COUNCIL,PGKUMJ,H2,0.016257656,3.537919922,H2,45,A4,30.25,C1,24.75,3,100
15355,MID MURRAY COUNCIL,UMVXmB,E3,0.000102212,0.063987438,E3,52.25,F2,42.75,H2,5,3,100
15359,MID MURRAY COUNCIL,MMAQIB,B2,2.90E-05,0.030843652,B2,55,A4,45,None,0,2,100
15366,MID MURRAY COUNCIL,MMAQIA,B2,0.000152791,0.065763543,B2,55,A4,45,None,0,2,100
15367,THE DC OF LOXTON WAIKERIE,UMVXn-,WW,0.00034899,0.119911396,WW,50,N3,25,E3,13.75,4,100
15368,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,0.000233047,0.104794019,A4,80,C1,20,None,0,2,100
15369,THE DC OF LOXTON WAIKERIE,HOLSgA,A4,9.42E-05,0.050189481,A4,41.25,C1,33.75,H2,25,3,100
15373,MID MURRAY COUNCIL,EBAQMA,B2,4.64E-05,0.037756568,B2,80,A4,20,None,0,2,100
15375,MID MURRAY COUNCIL,TIGQLA,B2,7.12E-05,0.041751827,B2,41.25,A4,33.75,A5,16.25,5,100
15376,MID MURRAY COUNCIL,TIGQLA,B2,0.000551936,0.14966937,B2,41.25,A4,33.75,A5,16.25,5,100
15388,MID MURRAY COUNCIL,UMVXmA,E3,0.000417762,0.153505691,E3,46.75,F2,38.25,WW,10,4,100
15397,MID MURRAY COUNCIL,CADShA,A4,0.000289021,0.112955546,A4,75,B2,25,None,0,2,100
15399,MID MURRAY COUNCIL,TIGIAA,A6,7.13E-05,0.032064987,A6,35,A3,30,D4,20,4,100
15407,MID MURRAY COUNCIL,UMVU-u,H2,0.000138466,0.137468576,H2,55,G1,45,None,0,2,100
15408,MID MURRAY COUNCIL,UMVShB,A4,6.42E-05,0.034404262,A4,65,G1,20,B8,15,3,100
15409,RENMARK PARINGA COUNCIL,UMVXr-,WW,1.75E-05,0.032300488,WW,100,None,0,None,0,1,100
15412,MID MURRAY COUNCIL,UMVXmB,E3,4.73E-05,0.044012046,E3,52.25,F2,42.75,H2,5,3,100
15419,RENMARK PARINGA COUNCIL,MUTUIJ,H2,0.001720513,0.454060909,H2,40,A4,35,D5,25,3,100
15437,MID MURRAY COUNCIL,LMVXm-,E3,4.18E-05,0.037973421,E3,39,H2,20,N3,20,5,100
15439,THE DC OF LOXTON WAIKERIE,UMVXmB,E3,5.26E-05,0.034294038,E3,52.25,F2,42.75,H2,5,3,100
15441,RENMARK PARINGA COUNCIL,UMVXmB,E3,9.04E-05,0.053456293,E3,52.25,F2,42.75,H2,5,3,100
15442,MID MURRAY COUNCIL,TIGQLA,B2,1.09E-05,0.012458516,B2,41.25,A4,33.75,A5,16.25,5,100
15443,MID MURRAY COUNCIL,TIGSRA,A4,6.19E-05,0.047695622,A4,36,A3,24.75,A6,19.25,5,100
15444,THE DC OF LOXTON WAIKERIE,HOLUMF,H2,6.79E-05,0.042994461,H2,65,A4,19.25,C1,15.75,3,100
15445,MID MURRAY COUNCIL,EBAQLA,B2,5.49E-06,0.011711264,B2,41.25,A4,33.75,A6,13.75,4,100
15447,MID MURRAY COUNCIL,HOLQYA,A4,0.000612857,0.159790874,A4,33.75,B2,26.25,H2,25,4,100
15449,MID MURRAY COUNCIL,BLTQHA,B2,0.023226393,1.664785581,B2,100,None,0,None,0,1,100
15451,THE DC OF LOXTON WAIKERIE,PGKQVB,A4,0.000332222,0.115954264,A4,80,B2,20,None,0,2,100
15452,MID MURRAY COUNCIL,LMVSXI,A4,1.73E-05,0.021994904,A4,45,G1,35,H2,20,3,100
15463,MID MURRAY COUNCIL,MMAQIA,B2,3.79E-05,0.030168474,B2,55,A4,45,None,0,2,100
15467,MID MURRAY COUNCIL,MMASRA,A6,4.74E-05,0.03036091,A6,44,A4,36,A5,11,4,100
15473,MID MURRAY COUNCIL,UMVSXD,A4,7.52E-05,0.084048521,A4,48.75,H2,25,G1,15,4,100
15482,THE BERRI BARMERA COUNCIL,UMVXr-,WW,0.004610249,6.02570434,WW,100,None,0,None,0,1,100
15492,MID MURRAY COUNCIL,UMVUfK,H2,0.000170134,0.112696317,H2,55,M2,15.75,E3,13.5,6,100
15494,MID MURRAY COUNCIL,UMVXmA,E3,0.000265544,0.125726731,E3,46.75,F2,38.25,WW,10,4,100
15504,MID MURRAY COUNCIL,MMAQIA,B2,0.000116174,0.065679448,B2,55,A4,45,None,0,2,100
15508,MID MURRAY COUNCIL,TIGQLA,B2,7.31E-05,0.051981573,B2,41.25,A4,33.75,A5,16.25,5,100
15513,MID MURRAY COUNCIL,EBAIAA,A6,0.000323321,0.136886182,A6,35,A5,30,D4,20,4,100
15516,MID MURRAY COUNCIL,BLTQHB,B2,0.003742975,1.107395677,B2,100,None,0,None,0,1,100
15520,MID MURRAY COUNCIL,BLTQHE,B2,0.000564075,0.160302157,B2,80,A5,20,None,0,2,100
15521,THE DC OF LOXTON WAIKERIE,UMVXmA,E3,2.65E-05,0.029842641,E3,46.75,F2,38.25,WW,10,4,100
15525,MID MURRAY COUNCIL,TIGSRA,A4,6.83E-05,0.03600236,A4,36,A3,24.75,A6,19.25,5,100
15529,MID MURRAY COUNCIL,MURUMK,H2,0.000115895,0.066400082,H2,65,A4,19.25,C1,15.75,3,100
15530,MID MURRAY COUNCIL,MMAQIB,B2,0.000539634,0.261895988,B2,55,A4,45,None,0,2,100
15532,THE DC OF LOXTON WAIKERIE,UMVUfF,H2,5.33E-05,0.04280513,H2,65,M2,12.25,E3,10.5,6,100
15535,THE DC OF LOXTON WAIKERIE,HOLSgA,A4,0.000304739,0.089691823,A4,41.25,C1,33.75,H2,25,3,100
15552,MID MURRAY COUNCIL,TIGIAA,A6,6.43E-05,0.039478146,A6,35,A3,30,D4,20,4,100
15569,MID MURRAY COUNCIL,MMAQIB,B2,0.000203979,0.098211613,B2,55,A4,45,None,0,2,100
15573,THE DC OF LOXTON WAIKERIE,PGKUMJ,H2,0.000239082,0.112127639,H2,45,A4,30.25,C1,24.75,3,100
15579,MID MURRAY COUNCIL,MMAQIB,B2,2.07E-05,0.01684332,B2,55,A4,45,None,0,2,100
15582,MID MURRAY COUNCIL,MMASRA,A6,0.000379486,0.187847131,A6,44,A4,36,A5,11,4,100
15585,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,0.000341955,0.188570199,A4,80,C1,20,None,0,2,100
15589,MID MURRAY COUNCIL,LMVXm-,E3,1.97E-05,0.022538293,E3,39,H2,20,N3,20,5,100
15591,MID MURRAY COUNCIL,MURUMF,H2,0.000487675,0.207744874,H2,75,A4,13.75,C1,11.25,3,100
15597,THE DC OF LOXTON WAIKERIE,PGKQVB,A4,0.000566302,0.167927161,A4,80,B2,20,None,0,2,100
15599,MID MURRAY COUNCIL,MURUMF,H2,0.000140066,0.069231249,H2,75,A4,13.75,C1,11.25,3,100
15603,MID MURRAY COUNCIL,UMVXw-,WW,0.000124564,0.073593205,WW,100,None,0,None,0,1,100
15618,MID MURRAY COUNCIL,TIGIAE,A6,0.000225565,0.102196804,A6,35,A3,30,D4,20,4,100
15621,RENMARK PARINGA COUNCIL,UMVXmA,E3,0.000342133,0.098268841,E3,46.75,F2,38.25,WW,10,4,100
15622,THE DC OF LOXTON WAIKERIE,PGKUMJ,H2,5.49E-05,0.040304919,H2,45,A4,30.25,C1,24.75,3,100
15628,THE DC OF LOXTON WAIKERIE,UMVSXC,A4,0.000133315,0.077502183,A4,48.75,H2,25,G1,15,4,100
15629,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,8.62E-05,0.049732917,A4,80,C1,20,None,0,2,100
15630,MID MURRAY COUNCIL,TIGIAA,A6,0.000132838,0.061501323,A6,35,A3,30,D4,20,4,100
15631,MID MURRAY COUNCIL,LMVSXII,A4,1.93E-05,0.024451307,A4,45,G1,35,H2,20,3,100
15634,RENMARK PARINGA COUNCIL,UMVSXI,A4,0.000111026,0.046008822,A4,48.75,H2,25,G1,15,4,100
15635,MID MURRAY COUNCIL,TIGQLA,B2,2.12E-05,0.02184735,B2,41.25,A4,33.75,A5,16.25,5,100
15638,MID MURRAY COUNCIL,LMVSEC,A4,5.39E-05,0.038782453,A4,45,G1,35,H2,20,3,100
15639,THE DC OF LOXTON WAIKERIE,UMVXmB,E3,6.30E-05,0.035577877,E3,52.25,F2,42.75,H2,5,3,100
15641,MID MURRAY COUNCIL,MMAQIA,B2,3.46E-05,0.033188818,B2,55,A4,45,None,0,2,100
15644,MID MURRAY COUNCIL,UMVSXC,A4,3.87E-05,0.044751015,A4,48.75,H2,25,G1,15,4,100
15645,MID MURRAY COUNCIL,MURUMH,H2,0.000153667,0.110980797,H2,45,A4,30.25,C1,24.75,3,100
15646,RENMARK PARINGA COUNCIL,MUTHqA,D5,4.92E-05,0.036267735,D5,75,A4,25,None,0,2,100
15649,THE DC OF LOXTON WAIKERIE,PGKUMJ,H2,1.72E-05,0.019836846,H2,45,A4,30.25,C1,24.75,3,100
15653,RENMARK PARINGA COUNCIL,UMVSXD,A4,8.60E-05,0.056491312,A4,48.75,H2,25,G1,15,4,100
15671,MID MURRAY COUNCIL,MMAQIA,B2,6.34E-05,0.060521607,B2,55,A4,45,None,0,2,100
15681,MID MURRAY COUNCIL,UMVXmA,E3,0.000202148,0.131654487,E3,46.75,F2,38.25,WW,10,4,100
15692,MID MURRAY COUNCIL,TIGIAA,A6,5.28E-05,0.041915882,A6,35,A3,30,D4,20,4,100
15693,MID MURRAY COUNCIL,UMVXCD,G3,7.02E-05,0.045399815,G3,55,M1,45,None,0,2,100
15698,RENMARK PARINGA COUNCIL,MUTSQB,A4,0.000101881,0.04168822,A4,85,H2,15,None,0,2,100
15701,MID MURRAY COUNCIL,UMVSXC,A4,6.42E-05,0.054014657,A4,48.75,H2,25,G1,15,4,100
15707,MID MURRAY COUNCIL,CADShA,A4,0.00020865,0.058935526,A4,75,B2,25,None,0,2,100
15713,MID MURRAY COUNCIL,LMVSXII,A4,3.14E-05,0.033748234,A4,45,G1,35,H2,20,3,100
15716,MID MURRAY COUNCIL,MMAQIA,B2,7.67E-05,0.048787928,B2,55,A4,45,None,0,2,100
15718,MID MURRAY COUNCIL,EBAIAA,A6,6.56E-05,0.054866862,A6,35,A5,30,D4,20,4,100
15722,MID MURRAY COUNCIL,BLTQHA,B2,0.000664542,0.149323703,B2,100,None,0,None,0,1,100
15723,THE DC OF LOXTON WAIKERIE,MSHUII,H2,0.000149284,0.078638655,H2,55,C1,24.75,A4,20.25,3,100
15729,THE DC OF LOXTON WAIKERIE,MSHUII,H2,0.000153577,0.09779573,H2,55,C1,24.75,A4,20.25,3,100
15733,MID MURRAY COUNCIL,TIGIAA,A6,0.000294332,0.144793186,A6,35,A3,30,D4,20,4,100
15737,THE DC OF LOXTON WAIKERIE,PGKSkA,C1,0.00036785,0.120172428,C1,75,H2,25,None,0,2,100
15741,MID MURRAY COUNCIL,MURSgA,A4,0.000110314,0.047622528,A4,60,H2,25,C1,15,3,100
15743,THE DC OF LOXTON WAIKERIE,PGKSkA,C1,0.000472729,0.180247285,C1,75,H2,25,None,0,2,100
15745,THE DC OF LOXTON WAIKERIE,UMVSXC,A4,7.11E-05,0.043069573,A4,48.75,H2,25,G1,15,4,100
15746,RENMARK PARINGA COUNCIL,UMVZC-,N2,8.24E-05,0.040673617,N2,100,None,0,None,0,1,100
15754,MID MURRAY COUNCIL,TIGIAA,A6,0.000341658,0.149073069,A6,35,A3,30,D4,20,4,100
15760,MID MURRAY COUNCIL,MMAJPE,D4,5.84E-05,0.051125745,D4,35,A6,30,C3,20,4,100
15762,MID MURRAY COUNCIL,LMVXn-,WW,0.000155277,0.08138108,WW,50,N3,25,E3,16.25,5,100
15766,MID MURRAY COUNCIL,TIGIAA,A6,4.49E-05,0.035138579,A6,35,A3,30,D4,20,4,100
15773,MID MURRAY COUNCIL,UMVSXD,A4,5.19E-05,0.061239893,A4,48.75,H2,25,G1,15,4,100
15779,MID MURRAY COUNCIL,EBAIAA,A6,0.000139886,0.060662843,A6,35,A5,30,D4,20,4,100
15785,MID MURRAY COUNCIL,LMVXm-,E3,7.94E-05,0.036379888,E3,39,H2,20,N3,20,5,100
15788,MID MURRAY COUNCIL,MMAQIA,B2,1.37E-05,0.018465828,B2,55,A4,45,None,0,2,100
15789,MID MURRAY COUNCIL,EBAQMA,B2,0.00690722,0.972238573,B2,80,A4,20,None,0,2,100
15790,MID MURRAY COUNCIL,CADQMA,B2,0.000462056,0.123930402,B2,80,A4,20,None,0,2,100
15791,MID MURRAY COUNCIL,UMVZA-,N2,2.80E-05,0.031014158,N2,100,None,0,None,0,1,100
15792,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,0.003502257,0.471904527,A4,80,C1,20,None,0,2,100
15793,RENMARK PARINGA COUNCIL,UMVSXII,A4,0.000540601,0.179381977,A4,65,G1,20,B8,15,3,100
15801,THE DC OF LOXTON WAIKERIE,PGKUMG,H2,0.001037397,0.185780981,H2,55,A4,24.75,C1,20.25,3,100
15803,MID MURRAY COUNCIL,UMVXmA,E3,7.09E-05,0.034373662,E3,46.75,F2,38.25,WW,10,4,100
15810,MID MURRAY COUNCIL,CADShA,A4,8.83E-05,0.046973493,A4,75,B2,25,None,0,2,100
15812,MID MURRAY COUNCIL,MMASRA,A6,0.00014235,0.061304177,A6,44,A4,36,A5,11,4,100
15816,THE DC OF LOXTON WAIKERIE,UMVSXII,A4,5.95E-06,0.011984795,A4,65,G1,20,B8,15,3,100
15818,MID MURRAY COUNCIL,TIGQLA,B2,4.01E-05,0.041870504,B2,41.25,A4,33.75,A5,16.25,5,100
15819,MID MURRAY COUNCIL,TIGQLA,B2,1.88E-05,0.016768521,B2,41.25,A4,33.75,A5,16.25,5,100
15823,THE DC OF LOXTON WAIKERIE,UMVSXII,A4,1.41E-05,0.020785411,A4,65,G1,20,B8,15,3,100
15824,RENMARK PARINGA COUNCIL,UMVXSA,M2,7.52E-05,0.041134997,M2,35,E3,30,M4,15,5,100
15825,THE DC OF LOXTON WAIKERIE,UMVSXII,A4,6.14E-05,0.049315322,A4,65,G1,20,B8,15,3,100
15835,MID MURRAY COUNCIL,LMVSXC,G1,5.95E-05,0.042129684,G1,37.5,A4,33.75,H2,28.75,3,100
15843,MID MURRAY COUNCIL,EBAQHA,B2,1.86E-05,0.019695864,B2,65,A4,20,A5,15,3,100
15844,MID MURRAY COUNCIL,UMVXmA,E3,0.000205288,0.114769876,E3,46.75,F2,38.25,WW,10,4,100
15851,COORONG DISTRICT COUNCIL,LMVXr-,WW,0.004604306,5.020354922,WW,100,None,0,None,0,1,100
15853,MID MURRAY COUNCIL,UMVSXII,A4,4.23E-05,0.064124769,A4,65,G1,20,B8,15,3,100
15854,MID MURRAY COUNCIL,UMVSXC,A4,8.05E-05,0.068178828,A4,48.75,H2,25,G1,15,4,100
15855,MID MURRAY COUNCIL,MMAJPA,D4,0.000136428,0.055322981,D4,35,A6,30,C3,20,4,100
15858,MID MURRAY COUNCIL,MMAQIB,B2,1.40E-05,0.015737598,B2,55,A4,45,None,0,2,100
15860,MID MURRAY COUNCIL,MMAQIA,B2,7.60E-05,0.065044687,B2,55,A4,45,None,0,2,100
15861,MID MURRAY COUNCIL,UMVXmA,E3,0.000195759,0.096643171,E3,46.75,F2,38.25,WW,10,4,100
15870,RENMARK PARINGA COUNCIL,MUTHkA,D5,0.000150629,0.077727788,D5,100,None,0,None,0,1,100
15871,MID MURRAY COUNCIL,EBAQHA,B2,2.72E-05,0.021864591,B2,65,A4,20,A5,15,3,100
15876,RENMARK PARINGA COUNCIL,MUTHqA,D5,0.000624254,0.28890894,D5,75,A4,25,None,0,2,100
15879,THE DC OF LOXTON WAIKERIE,PGKUMJ,H2,0.000284114,0.115484928,H2,45,A4,30.25,C1,24.75,3,100
15881,MID MURRAY COUNCIL,TIGIAA,A6,0.000157071,0.07414008,A6,35,A3,30,D4,20,4,100
15882,RENMARK PARINGA COUNCIL,UMVXmA,E3,0.00013726,0.089200707,E3,46.75,F2,38.25,WW,10,4,100
15894,RENMARK PARINGA COUNCIL,MUTSQB,A4,9.40E-05,0.060509484,A4,85,H2,15,None,0,2,100
15897,RENMARK PARINGA COUNCIL,HOLQVA,A4,2.01E-05,0.02581332,A4,42.75,B2,33.25,C1,19,4,100
15899,RENMARK PARINGA COUNCIL,LOXSkB,A4,0.00050013,0.176727078,A4,75,G1,13.75,H2,11.25,3,100
15901,THE DC OF LOXTON WAIKERIE,UMVXmB,E3,0.000192717,0.162757466,E3,52.25,F2,42.75,H2,5,3,100
15907,THE DC OF LOXTON WAIKERIE,MURUME,H2,0.000321372,0.121416517,H2,85,A4,8.25,C1,6.75,3,100
15909,THE DC OF LOXTON WAIKERIE,HOLUMJ,H2,0.00264289,0.610022561,H2,45,A4,30.25,C1,24.75,3,100
15911,MID MURRAY COUNCIL,HOLQMA,B2,0.000248848,0.106234627,B2,100,None,0,None,0,1,100
15921,RENMARK PARINGA COUNCIL,LOXSkB,A4,0.001252978,0.394066475,A4,75,G1,13.75,H2,11.25,3,100
15925,THE DC OF LOXTON WAIKERIE,HOLSgA,A4,0.000185343,0.094682343,A4,41.25,C1,33.75,H2,25,3,100
15931,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,0.001040792,0.314472875,A4,80,C1,20,None,0,2,100
15933,THE DC OF LOXTON WAIKERIE,PGKUMJ,H2,0.000656587,0.139910209,H2,45,A4,30.25,C1,24.75,3,100
15934,RENMARK PARINGA COUNCIL,UMVXTA,M2,0.000559541,0.215736219,M2,19.25,E3,16.5,D2,15.75,8,100
15938,RENMARK PARINGA COUNCIL,LOXSDA,C1,0.000184907,0.075461042,C1,35,A4,30,B2,15,5,100
15941,RENMARK PARINGA COUNCIL,UMVU-u,H2,0.00057268,0.228588597,H2,55,G1,45,None,0,2,100
15942,RENMARK PARINGA COUNCIL,UMVXTA,M2,0.000100887,0.060597851,M2,19.25,E3,16.5,D2,15.75,8,100
15944,THE DC OF LOXTON WAIKERIE,UMVXmB,E3,0.000160507,0.119224591,E3,52.25,F2,42.75,H2,5,3,100
15945,THE DC OF LOXTON WAIKERIE,HOLUMF,H2,0.000940506,0.394153898,H2,65,A4,19.25,C1,15.75,3,100
15947,THE DC OF LOXTON WAIKERIE,MURUMK,H2,7.90E-05,0.047388956,H2,65,A4,19.25,C1,15.75,3,100
15950,RENMARK PARINGA COUNCIL,MSHSaA,C1,4.13E-05,0.029984594,C1,55,A4,45,None,0,2,100
15952,THE DC OF LOXTON WAIKERIE,UMVA-l,RR,6.83E-05,0.08760538,RR,100,None,0,None,0,1,100
15956,THE DC OF LOXTON WAIKERIE,UMVXn-,WW,0.000162771,0.102025747,WW,50,N3,25,E3,13.75,4,100
15962,THE DC OF LOXTON WAIKERIE,UMVUDu,H2,8.91E-05,0.03794984,H2,55,G1,45,None,0,2,100
15963,RENMARK PARINGA COUNCIL,UMVSXII,A4,9.44E-05,0.082085948,A4,65,G1,20,B8,15,3,100
15966,RENMARK PARINGA COUNCIL,MUTUIJ,H2,0.000212497,0.066338028,H2,40,A4,35,D5,25,3,100
15974,MID MURRAY COUNCIL,EBAQLA,B2,2.64E-05,0.022874257,B2,41.25,A4,33.75,A6,13.75,4,100
15975,MID MURRAY COUNCIL,MURUMK,H2,0.000148923,0.10300959,H2,65,A4,19.25,C1,15.75,3,100
15977,THE BERRI BARMERA COUNCIL,PGKUMJ,H2,0.000313374,0.204216063,H2,45,A4,30.25,C1,24.75,3,100
15978,RENMARK PARINGA COUNCIL,UMVXSA,M2,0.001330068,0.405345778,M2,35,E3,30,M4,15,5,100
15979,THE DC OF LOXTON WAIKERIE,UMVXn-,WW,0.000163983,0.110156406,WW,50,N3,25,E3,13.75,4,100
15980,MID MURRAY COUNCIL,MURUMI,H2,0.000221783,0.101869299,H2,45,A4,30.25,C1,24.75,3,100
15982,THE DC OF LOXTON WAIKERIE,UMVUfK,H2,5.36E-05,0.050579845,H2,55,M2,15.75,E3,13.5,6,100
15985,THE DC OF LOXTON WAIKERIE,LMVSXC,G1,6.94E-05,0.046875845,G1,37.5,A4,33.75,H2,28.75,3,100
15996,THE DC OF LOXTON WAIKERIE,HOLUMJ,H2,9.43E-05,0.074347387,H2,45,A4,30.25,C1,24.75,3,100
16003,MID MURRAY COUNCIL,EBAQHA,B2,0.000136461,0.049845218,B2,65,A4,20,A5,15,3,100
16010,THE DC OF LOXTON WAIKERIE,UMVXma,E3,0.000163793,0.058610248,E3,35.75,F2,29.25,H2,20,4,100
16018,THE DC OF LOXTON WAIKERIE,HOLSaA,A4,0.000103901,0.070607487,A4,55,C1,45,None,0,2,100
16021,THE DC OF LOXTON WAIKERIE,UMVXmA,E3,6.74E-05,0.04942739,E3,46.75,F2,38.25,WW,10,4,100
16028,THE DC OF LOXTON WAIKERIE,UMVXmA,E3,7.20E-05,0.054968079,E3,46.75,F2,38.25,WW,10,4,100
16032,THE DC OF LOXTON WAIKERIE,UMVXmB,E3,6.92E-05,0.059352218,E3,52.25,F2,42.75,H2,5,3,100
16034,THE DC OF LOXTON WAIKERIE,UMVXmo,E3,0.000153137,0.086194051,E3,41.25,F2,33.75,H2,25,3,100
16036,RENMARK PARINGA COUNCIL,MUTSQB,A4,0.000559691,0.13785955,A4,85,H2,15,None,0,2,100
16041,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,0.000155578,0.078010004,A4,80,C1,20,None,0,2,100
16044,MID MURRAY COUNCIL,MMAQIB,B2,0.00115829,0.439132495,B2,55,A4,45,None,0,2,100
16052,THE DC OF LOXTON WAIKERIE,UMVSXD,A4,5.75E-05,0.070073055,A4,48.75,H2,25,G1,15,4,100
16053,MID MURRAY COUNCIL,MMAZLS,A4,1.62E-05,0.018236848,A4,100,None,0,None,0,1,100
16064,RENMARK PARINGA COUNCIL,HOLQVA,A4,4.63E-05,0.027252213,A4,42.75,B2,33.25,C1,19,4,100
16065,THE DC OF LOXTON WAIKERIE,UMVSXC,A4,4.92E-05,0.050952295,A4,48.75,H2,25,G1,15,4,100
16068,THE DC OF LOXTON WAIKERIE,MURSgA,A4,0.000109326,0.055345616,A4,60,H2,25,C1,15,3,100
16069,RENMARK PARINGA COUNCIL,UMVUfJ,H2,6.02E-05,0.036910123,H2,35,M2,22.75,E3,19.5,6,100
16074,THE DC OF LOXTON WAIKERIE,MURSgA,A4,5.91E-05,0.041610038,A4,60,H2,25,C1,15,3,100
16075,THE DC OF LOXTON WAIKERIE,MURUME,H2,0.000153215,0.081173312,H2,85,A4,8.25,C1,6.75,3,100
16088,THE DC OF LOXTON WAIKERIE,UMVXn-,WW,0.000233913,0.085255149,WW,50,N3,25,E3,13.75,4,100
16095,THE DC OF LOXTON WAIKERIE,BLTQHE,B2,0.00017262,0.068629671,B2,80,A5,20,None,0,2,100
16098,RENMARK PARINGA COUNCIL,LOXSDA,C1,5.13E-05,0.031294754,C1,35,A4,30,B2,15,5,100
16101,THE DC OF LOXTON WAIKERIE,UMVXmo,E3,0.000183789,0.078252945,E3,41.25,F2,33.75,H2,25,3,100
16102,RENMARK PARINGA COUNCIL,UMVXmB,E3,6.70E-05,0.038503507,E3,52.25,F2,42.75,H2,5,3,100
16103,THE DC OF LOXTON WAIKERIE,UMVSXII,A4,0.00011124,0.071206752,A4,65,G1,20,B8,15,3,100
16115,THE DC OF LOXTON WAIKERIE,HOLSaA,A4,0.001422632,0.318559721,A4,55,C1,45,None,0,2,100
16120,THE DC OF LOXTON WAIKERIE,PGKQNA,A4,0.000675729,0.260346875,A4,80,C1,20,None,0,2,100
16127,THE DC OF LOXTON WAIKERIE,HOLSgB,A4,0.000443766,0.177979334,A4,41.25,C1,33.75,H2,25,3,100
16130,RENMARK PARINGA COUNCIL,UMVXmA,E3,4.94E-05,0.026148425,E3,46.75,F2,38.25,WW,10,4,100
16146,THE DC OF LOXTON WAIKERIE,UMVXCD,G3,1.94E-05,0.023160795,G3,55,M1,45,None,0,2,100
16150,MID MURRAY COUNCIL,MMAQIA,B2,3.96E-05,0.026191578,B2,55,A4,45,None,0,2,100
16156,THE DC OF LOXTON WAIKERIE,LMVXm-,E3,2.37E-05,0.029261428,E3,39,H2,20,N3,20,5,100
16158,THE DC OF LOXTON WAIKERIE,UMVUfI,H2,0.000335914,0.10106051,H2,35,M2,22.75,E3,19.5,6,100
16160,THE DC OF LOXTON WAIKERIE,HOLUMJ,H2,0.000105876,0.064863136,H2,45,A4,30.25,C1,24.75,3,100
16164,THE DC OF LOXTON WAIKERIE,HOLQMA,B2,0.000710325,0.280965054,B2,100,None,0,None,0,1,100
16166,THE BERRI BARMERA COUNCIL,OLCQMA,B2,0.000143324,0.08319471,B2,100,None,0,None,0,1,100
16171,THE DC OF LOXTON WAIKERIE,UMVXn-,WW,0.000235111,0.088467443,WW,50,N3,25,E3,13.75,4,100
16177,RENMARK PARINGA COUNCIL,LOXSkB,A4,0.001796596,0.444399637,A4,75,G1,13.75,H2,11.25,3,100
16178,THE DC OF LOXTON WAIKERIE,MURUMH,H2,0.000629907,0.159348243,H2,45,A4,30.25,C1,24.75,3,100
16182,THE DC OF LOXTON WAIKERIE,UMVSXH,A4,0.000184934,0.074000824,A4,48.75,H2,25,G1,15,4,100
16183,THE DC OF LOXTON WAIKERIE,HOLUMJ,H2,0.000217566,0.070720198,H2,45,A4,30.25,C1,24.75,3,100
16188,THE DC OF LOXTON WAIKERIE,HOLSaA,A4,8.07E-05,0.047580497,A4,55,C1,45,None,0,2,100
16191,MID MURRAY COUNCIL,MMASRA,A6,7.76E-05,0.03985972,A6,44,A4,36,A5,11,4,100
16197,MID MURRAY COUNCIL,EBAQLA,B2,0.000125219,0.065556856,B2,41.25,A4,33.75,A6,13.75,4,100
